rsmi,psmi,ea,dh
[N:1]#[C:2][C:3]1([H:7])[C:4]([H:8])([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13],[N:1]#[C:2][C:3]([C:6]([C:5]([C:4][H:8])([H:10])[H:11])([H:12])[H:13])([H:7])[H:9],86.96074,74.40793000000002
[N:1]#[C:2][C:3]([C:6]([C:5]([C:4][H:8])([H:10])[H:11])([H:12])[H:13])([H:7])[H:9],[N:1]#[C:2][C:3]1([H:7])[C:4]([H:8])([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13],12.55280999999998,-74.40793000000002
[N:1]#[C:2][C:3]1([H:7])[C:4]([H:8])([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13],[N:1]1([H:11])[C:2][C@@:3]2([H:7])[C:4]([H:8])([H:9])[C@:5]1([H:10])[C:6]2([H:12])[H:13],108.65948,59.78236999999999
[N:1]1([H:11])[C:2][C@@:3]2([H:7])[C:4]([H:8])([H:9])[C@:5]1([H:10])[C:6]2([H:12])[H:13],[N:1]#[C:2][C:3]1([H:7])[C:4]([H:8])([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13],48.87711000000001,-59.78236999999999
[N:1]#[C:2][C:3]1([H:7])[C:4]([H:8])([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13],[N:1](=[C:2]=[C:3]1[C:4]([H:8])([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[H:7],95.11065,26.70223
[N:1](=[C:2]=[C:3]1[C:4]([H:8])([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[H:7],[N:1]#[C:2][C:3]1([H:7])[C:4]([H:8])([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13],68.40842,-26.70223
[C:1]([n:2]1[n:3][c:4]([H:10])[n:5][n:6]1)([H:7])([H:8])[H:9],[C:1]([N:2]=[N:6][N:5]=[C:4]=[N:3][H:10])([H:7])([H:8])[H:9],85.5783,29.18954
[C:1]([N:2]=[N:6][N:5]=[C:4]=[N:3][H:10])([H:7])([H:8])[H:9],[C:1]([n:2]1[n:3][c:4]([H:10])[n:5][n:6]1)([H:7])([H:8])[H:9],56.38876,-29.18954
[C:1]([n:2]1[n:3][c:4]([H:10])[n:5][n:6]1)([H:7])([H:8])[H:9],[C:1](=[N+:2]1[N:3]([H:8])[C:4]([H:10])=[N:5][N-:6]1)([H:7])[H:9],79.70434,55.74893
[C:1](=[N+:2]1[N:3]([H:8])[C:4]([H:10])=[N:5][N-:6]1)([H:7])[H:9],[C:1]([n:2]1[n:3][c:4]([H:10])[n:5][n:6]1)([H:7])([H:8])[H:9],23.95541,-55.74893
[C:1]([n:2]1[n:3][c:4]([H:10])[n:5][n:6]1)([H:7])([H:8])[H:9],[C:1]([N:2]1[N+:3]([H:10])=[C:4]=[N:5][N-:6]1)([H:7])([H:8])[H:9],85.60051,55.4927
[C:1]([N:2]1[N+:3]([H:10])=[C:4]=[N:5][N-:6]1)([H:7])([H:8])[H:9],[C:1]([n:2]1[n:3][c:4]([H:10])[n:5][n:6]1)([H:7])([H:8])[H:9],30.10781,-55.4927
[C:1]([n:2]1[n:3][c:4]([H:10])[n:5][n:6]1)([H:7])([H:8])[H:9],[C:1](=[N:2]/[N:3]=[C:4](\[N:5]=[N:6]\[H:8])[H:10])([H:7])[H:9],77.71258,47.82871
[C:1](=[N:2]/[N:3]=[C:4](\[N:5]=[N:6]\[H:8])[H:10])([H:7])[H:9],[C:1]([n:2]1[n:3][c:4]([H:10])[n:5][n:6]1)([H:7])([H:8])[H:9],29.88387,-47.82871
[C:1]([n:2]1[n:3][c:4]([H:10])[n:5][n:6]1)([H:7])([H:8])[H:9],[C:1]([N:2][N:3]=[C:4]([N+:5]#[N:6])[H:10])([H:7])([H:8])[H:9],72.64869,48.71584
[C:1]([N:2][N:3]=[C:4]([N+:5]#[N:6])[H:10])([H:7])([H:8])[H:9],[C:1]([n:2]1[n:3][c:4]([H:10])[n:5][n:6]1)([H:7])([H:8])[H:9],23.932850000000002,-48.71584
[C:1]([n:2]1[n:3][c:4]([H:10])[n:5][n:6]1)([H:7])([H:8])[H:9],[C:1]([n:3]1[n:2][n:6][n:5][c:4]1[H:10])([H:7])([H:8])[H:9],72.58955999999998,3.90987
[C:1]([n:3]1[n:2][n:6][n:5][c:4]1[H:10])([H:7])([H:8])[H:9],[C:1]([n:2]1[n:3][c:4]([H:10])[n:5][n:6]1)([H:7])([H:8])[H:9],68.67968999999998,-3.90987
[C:1]([n:2]1[n:3][c:4]([H:10])[n:5][n:6]1)([H:7])([H:8])[H:9],[C:1]([N:2]1[N:3]=[C:4]=[N+:5]([H:10])[N-:6]1)([H:7])([H:8])[H:9],85.07637,41.35234000000001
[C:1]([N:2]1[N:3]=[C:4]=[N+:5]([H:10])[N-:6]1)([H:7])([H:8])[H:9],[C:1]([n:2]1[n:3][c:4]([H:10])[n:5][n:6]1)([H:7])([H:8])[H:9],43.724029999999985,-41.35234000000001
[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],[N:1]([C:2]1=[C:3]([H:9])[C@:6]1(/[N:5]=[N:4]/[H:10])[H:11])([H:7])[H:8],108.32301,69.20626
[N:1]([C:2]1=[C:3]([H:9])[C@:6]1(/[N:5]=[N:4]/[H:10])[H:11])([H:7])[H:8],[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],39.116749999999996,-69.20626
[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],[N:1]([C:2]1=[C-:3][N+:4]([H:9])([H:10])[N:5]=[C:6]1[H:11])([H:7])[H:8],83.21301,70.90361
[N:1]([C:2]1=[C-:3][N+:4]([H:9])([H:10])[N:5]=[C:6]1[H:11])([H:7])[H:8],[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],12.309399999999997,-70.90361
[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],[N:1]([C:2]1=[C:6]([H:11])[C@:3]1([N:4]([N:5])[H:10])[H:9])([H:7])[H:8],141.2594,88.40144000000002
[N:1]([C:2]1=[C:6]([H:11])[C@:3]1([N:4]([N:5])[H:10])[H:9])([H:7])[H:8],[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],52.85795999999998,-88.40144000000002
[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],[N:1]([C@@:2]1([H:9])[C:3][N:4]([H:10])[N:5]=[C:6]1[H:11])([H:7])[H:8],61.73168,57.53074
[N:1]([C@@:2]1([H:9])[C:3][N:4]([H:10])[N:5]=[C:6]1[H:11])([H:7])[H:8],[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],4.200939999999996,-57.53074
[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],[N+:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c-:6]1)([H:7])([H:8])[H:11],83.43505,80.90358
[N+:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c-:6]1)([H:7])([H:8])[H:11],[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],2.5314699999999988,-80.90358
[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],[N:1]([C+:2][C@@:6]1([H:11])[C:3]([H:9])[N:4]([H:10])[N-:5]1)([H:7])[H:8],124.31094,115.17746
[N:1]([C+:2][C@@:6]1([H:11])[C:3]([H:9])[N:4]([H:10])[N-:5]1)([H:7])[H:8],[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],9.133480000000006,-115.17746
[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],[N:1](=[C:2]1[C+:3]([H:9])[N:4]([H:10])[N-:5][C:6]1([H:7])[H:11])[H:8],88.47771999999998,41.19746
[N:1](=[C:2]1[C+:3]([H:9])[N:4]([H:10])[N-:5][C:6]1([H:7])[H:11])[H:8],[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],47.28025999999998,-41.19746
[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],[N+:1]([c:2]1[c-:3][n:4]([H:10])[n:5][c:6]1[H:11])([H:7])([H:8])[H:9],72.99283,63.62201999999999
[N+:1]([c:2]1[c-:3][n:4]([H:10])[n:5][c:6]1[H:11])([H:7])([H:8])[H:9],[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],9.370810000000006,-63.62201999999999
[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],[N:1](=[C:2]1[C-:3]([H:9])[N+:4]([H:8])([H:10])[N:5]=[C:6]1[H:11])[H:7],134.93996,67.54997
[N:1](=[C:2]1[C-:3]([H:9])[N+:4]([H:8])([H:10])[N:5]=[C:6]1[H:11])[H:7],[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],67.38999000000001,-67.54997
[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],[N:1]([C:2]([C:3](=[N:4][H:10])[H:9])=[C:6]=[N:5][H:11])([H:7])[H:8],75.16402,25.00177
[N:1]([C:2]([C:3](=[N:4][H:10])[H:9])=[C:6]=[N:5][H:11])([H:7])[H:8],[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],50.16224999999999,-25.00177
[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],[N:1]([c:2]1[c+:3]([H:9])[n:4]([H:10])[n:5]([H:11])[c-:6]1)([H:7])[H:8],75.16006999999998,51.92744
[N:1]([c:2]1[c+:3]([H:9])[n:4]([H:10])[n:5]([H:11])[c-:6]1)([H:7])[H:8],[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],23.23262999999998,-51.92744
[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],[N:1]([C@@:2](/[C:3](=[N:4]/[H:10])[H:9])([C:6]#[N:5])[H:11])([H:7])[H:8],86.42273,9.17331
[N:1]([C@@:2](/[C:3](=[N:4]/[H:10])[H:9])([C:6]#[N:5])[H:11])([H:7])[H:8],[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],77.24942,-9.17331
[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],[N:1]([C:2]1=[C:6]([H:11])[N:5]=[N:4][C:3]1([H:9])[H:10])([H:7])[H:8],48.9365,21.07133
[N:1]([C:2]1=[C:6]([H:11])[N:5]=[N:4][C:3]1([H:9])[H:10])([H:7])[H:8],[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],27.865170000000003,-21.07133
[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],[N:1](=[C:2]1/[C:3]([H:7])([H:9])[N:4]([H:10])[N:5]=[C:6]1[H:11])\[H:8],83.12149000000002,19.40305
[N:1](=[C:2]1/[C:3]([H:7])([H:9])[N:4]([H:10])[N:5]=[C:6]1[H:11])\[H:8],[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[n:5][c:6]1[H:11])([H:7])[H:8],63.71844000000002,-19.40305
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]([O:5][H:14])([H:13])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([H:11])([H:12])[H:14])([C:6]([C:4](=[O:5])[H:13])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],71.99385,-13.14622
[C:1]([C:2]([C:3]([H:11])([H:12])[H:14])([C:6]([C:4](=[O:5])[H:13])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]([O:5][H:14])([H:13])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],85.14007,13.14622
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]([O:5][H:14])([H:13])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C:2][C:6]([C@@:4]([C:3]([H:10])([H:11])[H:12])([O:5][H:14])[H:13])([H:15])[H:16])([H:7])([H:8])[H:9],79.74974,64.21642
[C:1]([C:2][C:6]([C@@:4]([C:3]([H:10])([H:11])[H:12])([O:5][H:14])[H:13])([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]([O:5][H:14])([H:13])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],15.533320000000003,-64.21642
[O:1]=[C:2]([C:3]#[C:4][H:6])[H:5],[O+:1]#[C:2][C:3](=[C-:4][H:6])[H:5],62.92809000000001,27.7875
[O+:1]#[C:2][C:3](=[C-:4][H:6])[H:5],[O:1]=[C:2]([C:3]#[C:4][H:6])[H:5],35.14059000000001,-27.7875
[O:1]=[C:2]([C:3]#[C:4][H:6])[H:5],[O:1]=[C:2]([C:4](=[C:3])[H:6])[H:5],51.13745,45.46642
[O:1]=[C:2]([C:4](=[C:3])[H:6])[H:5],[O:1]=[C:2]([C:3]#[C:4][H:6])[H:5],5.671030000000002,-45.46642
[O:1]=[C:2]([C:3]#[C:4][H:6])[H:5],[O:1]=[C:2]=[C:3]=[C:4]([H:5])[H:6],77.51414,-2.02718
[O:1]=[C:2]=[C:3]=[C:4]([H:5])[H:6],[O:1]=[C:2]([C:3]#[C:4][H:6])[H:5],79.54132,2.02718
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],[O:1]([C@@:3]1([H:8])[C:2][N:6]([H:10])[N:5]=[C:4]1[H:9])[H:7],102.24201,60.86316
[O:1]([C@@:3]1([H:8])[C:2][N:6]([H:10])[N:5]=[C:4]1[H:9])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],41.37884999999999,-60.86316
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],[O:1]([C@@:2]12[C:3]([H:8])=[C:4]([H:9])[N:5]1[N:6]2[H:10])[H:7],91.77617,79.91478000000002
[O:1]([C@@:2]12[C:3]([H:8])=[C:4]([H:9])[N:5]1[N:6]2[H:10])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],11.861389999999972,-79.91478000000002
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5]([H:10])[n:6]1)[H:7],46.85409,-0.44552
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5]([H:10])[n:6]1)[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],47.29961,0.44552
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],[O:1]([c+:2]1[c:3]([H:8])[c-:4][n:5]([H:9])[n:6]1[H:10])[H:7],74.79,52.61195
[O:1]([c+:2]1[c:3]([H:8])[c-:4][n:5]([H:9])[n:6]1[H:10])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],22.178050000000006,-52.61195
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],[O:1]([C:2][N:6]([N:5]1[C:3]([H:8])=[C:4]1[H:9])[H:10])[H:7],147.59211000000005,117.48001
[O:1]([C:2][N:6]([N:5]1[C:3]([H:8])=[C:4]1[H:9])[H:10])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],30.112100000000055,-117.48001
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],[O:1](/[C:2]([C@:3]1([H:8])[C:4]([H:9])=[N:5]1)=[N:6]\[H:10])[H:7],87.89889000000002,33.393609999999995
[O:1](/[C:2]([C@:3]1([H:8])[C:4]([H:9])=[N:5]1)=[N:6]\[H:10])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],54.50528000000003,-33.393609999999995
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],[O:1]([C:2][C@@:3]1([H:8])[C:4]([H:9])=[N:5][N:6]1[H:10])[H:7],129.85353,102.17672
[O:1]([C:2][C@@:3]1([H:8])[C:4]([H:9])=[N:5][N:6]1[H:10])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],27.676810000000003,-102.17672
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],[O:1]([C:2]1=[C:3]([H:8])[C@@:4]1(/[N:5]=[N:6]/[H:10])[H:9])[H:7],116.54672,78.00603000000002
[O:1]([C:2]1=[C:3]([H:8])[C@@:4]1(/[N:5]=[N:6]/[H:10])[H:9])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],38.54068999999997,-78.00603000000002
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],[O:1]=[C:2]1[C:3]([H:8])=[C:4]([H:9])[N-:5][N+:6]1([H:7])[H:10],63.06099,25.60106
[O:1]=[C:2]1[C:3]([H:8])=[C:4]([H:9])[N-:5][N+:6]1([H:7])[H:10],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],37.45993,-25.60106
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],[O:1]([C@@:2]1([H:10])[C:3]([H:8])=[C:4]([H:9])[N:5]=[N:6]1)[H:7],54.08864000000001,35.20815
[O:1]([C@@:2]1([H:10])[C:3]([H:8])=[C:4]([H:9])[N:5]=[N:6]1)[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],18.88049000000001,-35.20815
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],[O:1]([C:2](=[C:3]=[C:4](/[N:5]=[N:6]/[H:10])[H:9])[H:8])[H:7],80.0843,64.63808
[O:1]([C:2](=[C:3]=[C:4](/[N:5]=[N:6]/[H:10])[H:9])[H:8])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],15.446219999999997,-64.63808
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],[O:1]([C:2](=[C:3]([H:8])[H:9])[N:6]([N+:5]#[C-:4])[H:10])[H:7],84.86543,52.86442
[O:1]([C:2](=[C:3]([H:8])[H:9])[N:6]([N+:5]#[C-:4])[H:10])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],32.00101,-52.86442
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[N:5][N:6]1[H:10],63.58523,-1.16049
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[N:5][N:6]1[H:10],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],64.74572,1.16049
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],[O:1]([C:2]1=[C:3]=[C:4]([H:9])[N:5]([H:8])[N:6]1[H:10])[H:7],92.52557,55.27542
[O:1]([C:2]1=[C:3]=[C:4]([H:9])[N:5]([H:8])[N:6]1[H:10])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],37.250150000000005,-55.27542
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],[O:1]([C@:2]1([H:8])[C+:3]=[C:4]([H:9])[N-:5][N:6]1[H:10])[H:7],80.10448000000002,82.22335
[O:1]([C@:2]1([H:8])[C+:3]=[C:4]([H:9])[N-:5][N:6]1[H:10])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],-2.1188699999999727,-82.22335
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],[O:1]([C:2]1=[C+:3][C:4]([H:8])([H:9])[N-:5][N:6]1[H:10])[H:7],80.73096,80.22895
[O:1]([C:2]1=[C+:3][C:4]([H:8])([H:9])[N-:5][N:6]1[H:10])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[n:5][n:6]1[H:10])[H:7],0.5020099999999985,-80.22895
[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]1([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])[H:10])([H:7])([H:8])[H:9],[C:1]([C:6]([C@@:4]1([H:14])[C@@:2]([C:3]([H:11])([H:12])[H:13])([H:10])[C:5]1([H:15])[H:16])([H:17])[H:18])([H:7])([H:8])[H:9],129.39873,-0.37075
[C:1]([C:6]([C@@:4]1([H:14])[C@@:2]([C:3]([H:11])([H:12])[H:13])([H:10])[C:5]1([H:15])[H:16])([H:17])[H:18])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]1([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])[H:10])([H:7])([H:8])[H:9],129.76948,0.37075
[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]1([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4][C:5]([C:6]([H:14])([H:17])[H:18])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],68.09991,66.00582
[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4][C:5]([C:6]([H:14])([H:17])[H:18])([H:15])[H:16])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]1([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])[H:10])([H:7])([H:8])[H:9],2.0940899999999942,-66.00582
[O:1]([C:2]([C:3]([C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9])[H:7],[O:1]([C:2]([C:3]([C:4](=[C:5]=[C:6]([H:13])[H:14])[H:12])([H:10])[H:11])([H:8])[H:9])[H:7],79.78494,-1.7825
[O:1]([C:2]([C:3]([C:4](=[C:5]=[C:6]([H:13])[H:14])[H:12])([H:10])[H:11])([H:8])[H:9])[H:7],[O:1]([C:2]([C:3]([C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9])[H:7],81.56744,1.7825
[O:1]([C:2]([C:3]([C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9])[H:7],[O:1]1[C:2]([H:8])([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[C:5]1=[C:6]([H:7])[H:14],53.63536,-27.6487
[O:1]1[C:2]([H:8])([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[C:5]1=[C:6]([H:7])[H:14],[O:1]([C:2]([C:3]([C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9])[H:7],81.28406,27.6487
[O:1]([C:2]([C:3]([C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9])[H:7],[O:1]([C@:2]1([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[C:5][C:6]1([H:8])[H:14])[H:7],72.14346,38.13785
[O:1]([C@:2]1([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[C:5][C:6]1([H:8])[H:14])[H:7],[O:1]([C:2]([C:3]([C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9])[H:7],34.005610000000004,-38.13785
[O:1]([C:2]([C:3]([C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9])[H:7],[O:1]([C:2]([C:3]1([H:10])[C:4]([H:12])([H:13])[C:5][C:6]1([H:11])[H:14])([H:8])[H:9])[H:7],94.54979,60.86854
[O:1]([C:2]([C:3]1([H:10])[C:4]([H:12])([H:13])[C:5][C:6]1([H:11])[H:14])([H:8])[H:9])[H:7],[O:1]([C:2]([C:3]([C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9])[H:7],33.68125,-60.86854
[O:1]([C:2]([C:3]([C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9])[H:7],[O:1]1[C:2]([H:8])([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[C:5][C:6]1([H:7])[H:14],79.28876,45.69277
[O:1]1[C:2]([H:8])([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[C:5][C:6]1([H:7])[H:14],[O:1]([C:2]([C:3]([C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9])[H:7],33.59598999999999,-45.69277
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]([H:13])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:5]([O:6][H:10])[N:4]([H:13])[C:3]1([H:11])[H:12])([H:7])([H:8])[H:9],86.41484,31.589270000000006
[C:1]([C:2]1=[C:5]([O:6][H:10])[N:4]([H:13])[C:3]1([H:11])[H:12])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]([H:13])[C:5]1=[O:6])([H:7])([H:8])[H:9],54.82556999999999,-31.589270000000006
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]([H:13])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C:1]([O:6][C:5]1=[C:2]([H:10])[C:3]([H:11])([H:12])[N:4]1[H:13])([H:7])([H:8])[H:9],115.87247,43.46738
[C:1]([O:6][C:5]1=[C:2]([H:10])[C:3]([H:11])([H:12])[N:4]1[H:13])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]([H:13])[C:5]1=[O:6])([H:7])([H:8])[H:9],72.40509,-43.46738
