rsmi,psmi,ea,dh
[C:1]1([H:7])([H:8])[N:2]([H:9])[C@:3]1([C:4][N:6]([C:5]([H:11])([H:12])[H:13])[H:14])[H:10],[C:1]1([H:7])([H:8])[N:2]([H:9])[C@:3]1([C@@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]1[H:14])[H:10],43.209450000000004,-21.8535
[C:1]1([H:7])([H:8])[N:2]([H:9])[C@:3]1([C@@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]1[H:14])[H:10],[C:1]([N:2](/[C:3](=[C:4]1/[C:5]([H:12])([H:13])[N:6]1[H:14])[H:10])[H:9])([H:7])([H:8])[H:11],103.96118,5.13288
[C:1]([N:2](/[C:3](=[C:4]1/[C:5]([H:12])([H:13])[N:6]1[H:14])[H:10])[H:9])([H:7])([H:8])[H:11],[C:1]1([H:7])([H:8])[N:2]([H:9])[C@:3]1([C@@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]1[H:14])[H:10],98.8283,-5.13288
[o:1]1[c:2]([H:6])[n:3][c:4]([H:7])[n:5]1,[O:1]=[C:2]([N:3]=[C:4]=[N:5][H:7])[H:6],51.88051,-11.87308
[O:1]=[C:2]([N:3]=[C:4]=[N:5][H:7])[H:6],[o:1]1[c:2]([H:6])[n:3][c:4]([H:7])[n:5]1,63.75359,11.87308
[o:1]1[c:2]([H:6])[n:3][c:4]([H:7])[n:5]1,[O:1]=[C:2]([N:3]1[C:4]([H:7])=[N:5]1)[H:6],57.2454,47.52561
[O:1]=[C:2]([N:3]1[C:4]([H:7])=[N:5]1)[H:6],[o:1]1[c:2]([H:6])[n:3][c:4]([H:7])[n:5]1,9.719789999999996,-47.52561
[o:1]1[c:2]([H:6])[n:3][c:4]([H:7])[n:5]1,[O:1]=[N:5][C@:4]1([H:7])[C:2]([H:6])=[N:3]1,100.01836,70.80322
[O:1]=[N:5][C@:4]1([H:7])[C:2]([H:6])=[N:3]1,[o:1]1[c:2]([H:6])[n:3][c:4]([H:7])[n:5]1,29.215140000000005,-70.80322
[o:1]1[c:2]([H:6])[n:3][c:4]([H:7])[n:5]1,[O:1]([N:5]=[C:4]([N+:3]#[C-:2])[H:7])[H:6],65.78684,42.51313
[O:1]([N:5]=[C:4]([N+:3]#[C-:2])[H:7])[H:6],[o:1]1[c:2]([H:6])[n:3][c:4]([H:7])[n:5]1,23.27371,-42.51313
[o:1]1[c:2]([H:6])[n:3][c:4]([H:7])[n:5]1,[o+:1]1[c-:2][n:3]([H:6])[c:4]([H:7])[n:5]1,72.68295,28.824690000000004
[o+:1]1[c-:2][n:3]([H:6])[c:4]([H:7])[n:5]1,[o:1]1[c:2]([H:6])[n:3][c:4]([H:7])[n:5]1,43.85826,-28.824690000000004
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1]([C:2][N:6]([C:5]1([H:10])[C:3]([H:8])=[C:4]1[H:9])[H:11])[H:7],127.81053,81.69615999999998
[O:1]([C:2][N:6]([C:5]1([H:10])[C:3]([H:8])=[C:4]1[H:9])[H:11])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],46.11437000000002,-81.69615999999998
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1]([C:2](=[C:3]=[C:4](/[C:5](=[N:6]/[H:11])[H:10])[H:9])[H:8])[H:7],70.24258,47.725
[O:1]([C:2](=[C:3]=[C:4](/[C:5](=[N:6]/[H:11])[H:10])[H:9])[H:8])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],22.517580000000002,-47.725
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1]([C@:2]1([H:11])[C:3]([H:8])=[C:4]([H:9])[C:5]([H:10])=[N:6]1)[H:7],46.84057,15.68041
[O:1]([C@:2]1([H:11])[C:3]([H:8])=[C:4]([H:9])[C:5]([H:10])=[N:6]1)[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],31.160159999999998,-15.68041
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1]([C:2]1=[N:6][C:5]([H:10])([H:11])[C:4]([H:9])=[C:3]1[H:8])[H:7],43.59179,5.6460599999999985
[O:1]([C:2]1=[N:6][C:5]([H:10])([H:11])[C:4]([H:9])=[C:3]1[H:8])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],37.945730000000005,-5.6460599999999985
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1]([C:2]1=[C:3]([H:8])[C:4]([H:9])([H:10])[C:5][N:6]1[H:11])[H:7],58.43441,45.77317
[O:1]([C:2]1=[C:3]([H:8])[C:4]([H:9])([H:10])[C:5][N:6]1[H:11])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],12.66124,-45.77317
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1]([C:2]1=[C:3]([H:8])[C:4]([H:9])=[C-:5][N+:6]1([H:10])[H:11])[H:7],86.4447,75.23246
[O:1]([C:2]1=[C:3]([H:8])[C:4]([H:9])=[C-:5][N+:6]1([H:10])[H:11])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],11.212239999999994,-75.23246
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1]([C+:2]1[C:3]([H:8])([H:9])[C-:4]=[C:5]([H:10])[N:6]1[H:11])[H:7],79.55991,68.05721
[O:1]([C+:2]1[C:3]([H:8])([H:9])[C-:4]=[C:5]([H:10])[N:6]1[H:11])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],11.502700000000004,-68.05721
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1]([C@@:3]1([H:8])[C:2][N:6]([H:11])[C:5]([H:10])=[C:4]1[H:9])[H:7],88.95087,57.26600000000001
[O:1]([C@@:3]1([H:8])[C:2][N:6]([H:11])[C:5]([H:10])=[C:4]1[H:9])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],31.684869999999982,-57.26600000000001
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1]([C:2][N:6]([C:5](=[C:4]=[C:3]([H:8])[H:9])[H:10])[H:11])[H:7],130.3514,66.3124
[O:1]([C:2][N:6]([C:5](=[C:4]=[C:3]([H:8])[H:9])[H:10])[H:11])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],64.03900000000002,-66.3124
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1](/[C:2]([C:3](=[C:4]=[C:5]([H:9])[H:10])[H:8])=[N:6]\[H:11])[H:7],93.18071,31.65463
[O:1](/[C:2]([C:3](=[C:4]=[C:5]([H:9])[H:10])[H:8])=[N:6]\[H:11])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],61.52608000000001,-31.65463
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1]([C@:2]1([H:8])[C-:3]=[C:4]([H:9])[C+:5]([H:10])[N:6]1[H:11])[H:7],70.2018,63.91386
[O:1]([C@:2]1([H:8])[C-:3]=[C:4]([H:9])[C+:5]([H:10])[N:6]1[H:11])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],6.287940000000006,-63.91386
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1]([C:2]1=[C-:3][C:4]([H:8])([H:9])[C+:5]([H:10])[N:6]1[H:11])[H:7],75.71751,70.03545
[O:1]([C:2]1=[C-:3][C:4]([H:8])([H:9])[C+:5]([H:10])[N:6]1[H:11])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],5.682060000000007,-70.03545
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1]([C+:2]1[C:3]([H:8])=[C-:4][C:5]([H:9])([H:10])[N:6]1[H:11])[H:7],66.95501,52.81058
[O:1]([C+:2]1[C:3]([H:8])=[C-:4][C:5]([H:9])([H:10])[N:6]1[H:11])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],14.14443,-52.81058
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1]([C:2]1=[C:3]([H:8])[C@:4]1(/[C:5](=[N:6]/[H:11])[H:10])[H:9])[H:7],98.30141,62.54904000000001
[O:1]([C:2]1=[C:3]([H:8])[C@:4]1(/[C:5](=[N:6]/[H:11])[H:10])[H:9])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],35.75236999999999,-62.54904000000001
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1]([C@:2]12[C:3]([H:8])=[C:4]([H:9])[C@@:5]1([H:10])[N:6]2[H:11])[H:7],94.55749,72.0685
[O:1]([C@:2]12[C:3]([H:8])=[C:4]([H:9])[C@@:5]1([H:10])[N:6]2[H:11])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],22.48899,-72.0685
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]([H:10])[N:6]1[H:11],60.10231,-8.015889999999999
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]([H:10])[N:6]1[H:11],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],68.1182,8.015889999999999
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1]([C@:2]1([H:9])[C:3]([H:8])=[C:4]=[C:5]([H:10])[N:6]1[H:11])[H:7],94.76768,71.11322
[O:1]([C@:2]1([H:9])[C:3]([H:8])=[C:4]=[C:5]([H:10])[N:6]1[H:11])[H:7],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],23.65446,-71.11322
[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],[O:1]=[C:2]1[C:3]([H:8])=[C:4]([H:9])[C:5]([H:7])([H:10])[N:6]1[H:11],93.09329,-8.5977
[O:1]=[C:2]1[C:3]([H:8])=[C:4]([H:9])[C:5]([H:7])([H:10])[N:6]1[H:11],[O:1]([c:2]1[c:3]([H:8])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:7],101.69099,8.5977
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C@:4]1([H:12])[O:5][C:6]2([H:13])[H:14],[C:1]([C:2]1([H:9])[C:3]([H:10])([H:11])[O:5][C:6]1([H:13])[H:14])([C:4][H:12])([H:7])[H:8],108.84974,87.24568000000002
[C:1]([C:2]1([H:9])[C:3]([H:10])([H:11])[O:5][C:6]1([H:13])[H:14])([C:4][H:12])([H:7])[H:8],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C@:4]1([H:12])[O:5][C:6]2([H:13])[H:14],21.604059999999976,-87.24568000000002
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C@:4]1([H:12])[O:5][C:6]2([H:13])[H:14],[C:1]([C@@:2]1([H:9])[C:3]([H:11])=[C:4]([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:10],107.71599,-15.98028
[C:1]([C@@:2]1([H:9])[C:3]([H:11])=[C:4]([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:10],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C@:4]1([H:12])[O:5][C:6]2([H:13])[H:14],123.69627,15.98028
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C@:4]1([H:12])[O:5][C:6]2([H:13])[H:14],[C:1]1([H:7])([H:8])[C:2][C:6]([H:13])([H:14])[O:5][C@:4]1([C:3]([H:9])([H:10])[H:11])[H:12],69.47888,47.89937000000001
[C:1]1([H:7])([H:8])[C:2][C:6]([H:13])([H:14])[O:5][C@:4]1([C:3]([H:9])([H:10])[H:11])[H:12],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C@:4]1([H:12])[O:5][C:6]2([H:13])[H:14],21.579509999999992,-47.89937000000001
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C@:4]1([H:12])[O:5][C:6]2([H:13])[H:14],[C:1]1([H:7])([H:8])[C:2][C:3]([H:10])([H:11])[C:4]1([O:5][C:6]([H:9])([H:13])[H:14])[H:12],82.8094,81.63412
[C:1]1([H:7])([H:8])[C:2][C:3]([H:10])([H:11])[C:4]1([O:5][C:6]([H:9])([H:13])[H:14])[H:12],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C@:4]1([H:12])[O:5][C:6]2([H:13])[H:14],1.1752800000000008,-81.63412
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C@:4]1([H:12])[O:5][C:6]2([H:13])[H:14],[C:1]1([H:7])([H:8])[C:2]([C:6]([O:5][H:12])([H:13])[H:14])([H:9])[C:3]([H:10])([H:11])[C:4]1,71.39826,62.77174
[C:1]1([H:7])([H:8])[C:2]([C:6]([O:5][H:12])([H:13])[H:14])([H:9])[C:3]([H:10])([H:11])[C:4]1,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C@:4]1([H:12])[O:5][C:6]2([H:13])[H:14],8.626519999999992,-62.77174
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C@:4]1([H:12])[O:5][C:6]2([H:13])[H:14],[C:1]1([H:7])([H:8])[C:2]([C:6]([O+:5]=[C-:4][H:12])([H:13])[H:14])([H:9])[C:3]1([H:10])[H:11],115.53056,56.59401
[C:1]1([H:7])([H:8])[C:2]([C:6]([O+:5]=[C-:4][H:12])([H:13])[H:14])([H:9])[C:3]1([H:10])[H:11],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C@:4]1([H:12])[O:5][C:6]2([H:13])[H:14],58.93655,-56.59401
[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[N:6])[H:8])[H:7],[O:1]([c:2]1[c:3]([H:9])[o:4][n:6][c:5]1[H:8])[H:7],75.78354,22.13721
[O:1]([c:2]1[c:3]([H:9])[o:4][n:6][c:5]1[H:8])[H:7],[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[N:6])[H:8])[H:7],53.646330000000006,-22.13721
[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[N:6])[H:8])[H:7],[O:1]([C:2]([C:3](=[O:4])[H:9])=[C:5]=[N:6][H:8])[H:7],74.01713000000002,16.40656
[O:1]([C:2]([C:3](=[O:4])[H:9])=[C:5]=[N:6][H:8])[H:7],[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[N:6])[H:8])[H:7],57.610570000000024,-16.40656
[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[N:6])[H:8])[H:7],[O:1]([C:2](=[C:5]=[N:6][C:3](=[O:4])[H:9])[H:8])[H:7],61.98831,27.69702
[O:1]([C:2](=[C:5]=[N:6][C:3](=[O:4])[H:9])[H:8])[H:7],[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[N:6])[H:8])[H:7],34.291290000000004,-27.69702
[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[N:6])[H:8])[H:7],[O:1]([C@@:2]([C:3](=[O:4])[H:9])([N+:6]#[C-:5])[H:8])[H:7],49.55,18.51142
[O:1]([C@@:2]([C:3](=[O:4])[H:9])([N+:6]#[C-:5])[H:8])[H:7],[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[N:6])[H:8])[H:7],31.038579999999996,-18.51142
[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[N:6])[H:8])[H:7],[O:1](/[C:2](=[C:3](\[O:4][H:7])[H:9])[C:5]#[N:6])[H:8],62.19225,1.32105
[O:1](/[C:2](=[C:3](\[O:4][H:7])[H:9])[C:5]#[N:6])[H:8],[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[N:6])[H:8])[H:7],60.8712,-1.32105
[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[N:6])[H:8])[H:7],[O:1]1[C@@:2]([C:5]#[N:6])([H:8])[C@@:3]1([O:4][H:7])[H:9],55.03435,15.4924
[O:1]1[C@@:2]([C:5]#[N:6])([H:8])[C@@:3]1([O:4][H:7])[H:9],[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[N:6])[H:8])[H:7],39.54195,-15.4924
[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[N:6])[H:8])[H:7],[O:1]=[C:2]([C:3]([O:4][H:7])([H:8])[H:9])[C:5]#[N:6],45.20272,-0.45662
[O:1]=[C:2]([C:3]([O:4][H:7])([H:8])[H:9])[C:5]#[N:6],[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[N:6])[H:8])[H:7],45.65934,0.45662
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[O:5][C@@:6]21[H:12],[C:1](=[C:2]([C@@:6]1([H:12])[C@:4]([C:3][H:10])([H:11])[O:5]1)[H:9])([H:7])[H:8],52.19058,42.60782
[C:1](=[C:2]([C@@:6]1([H:12])[C@:4]([C:3][H:10])([H:11])[O:5]1)[H:9])([H:7])[H:8],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[O:5][C@@:6]21[H:12],9.58276,-42.60782
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[O:5][C@@:6]21[H:12],[C:1]1([H:7])([H:8])[C:2][C@@:6]2([H:12])[C@@:4]([H:11])([C:3]1([H:9])[H:10])[O:5]2,51.70437,21.41176
[C:1]1([H:7])([H:8])[C:2][C@@:6]2([H:12])[C@@:4]([H:11])([C:3]1([H:9])[H:10])[O:5]2,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[O:5][C@@:6]21[H:12],30.292609999999996,-21.41176
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[O:5][C@@:6]21[H:12],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C-:4]=[O+:5][C:6]2([H:11])[H:12],53.03045,-8.37435
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C-:4]=[O+:5][C:6]2([H:11])[H:12],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[O:5][C@@:6]21[H:12],61.4048,8.37435
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[O:5][C@@:6]21[H:12],[C:1]([C@:3]1([H:10])[C:2]([H:8])([H:9])[C@@:6]2([H:12])[C@:4]1([H:11])[O:5]2)[H:7],62.04709,52.08346
[C:1]([C@:3]1([H:10])[C:2]([H:8])([H:9])[C@@:6]2([H:12])[C@:4]1([H:11])[O:5]2)[H:7],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[O:5][C@@:6]21[H:12],9.963629999999995,-52.08346
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[O:5][C@@:6]21[H:12],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@:4]2([O+:5]=[C-:6][H:12])[H:11],65.64053,38.42186
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@:4]2([O+:5]=[C-:6][H:12])[H:11],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[O:5][C@@:6]21[H:12],27.218669999999996,-38.42186
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[O:5][C@@:6]21[H:12],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C:4][C@:6]2([O:5][H:11])[H:12],59.8817,21.93491
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C:4][C@:6]2([O:5][H:11])[H:12],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[O:5][C@@:6]21[H:12],37.94679000000001,-21.93491
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[O:5][C@@:6]21[H:12],[C:1]1([H:7])([H:8])[C:2][C@@:3]1([C@@:4]1([H:11])[O:5][C:6]1([H:9])[H:12])[H:10],64.11295,49.16125
[C:1]1([H:7])([H:8])[C:2][C@@:3]1([C@@:4]1([H:11])[O:5][C:6]1([H:9])[H:12])[H:10],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[O:5][C@@:6]21[H:12],14.951699999999995,-49.16125
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5](=[O:6])[H:12])[H:10])([H:8])[H:9])[H:7],[O:1]1[C:2]([H:8])([H:9])[C@:3]([O:4][H:11])([H:10])[C@:5]1([O:6][H:7])[H:12],50.58819,14.36345
[O:1]1[C:2]([H:8])([H:9])[C@:3]([O:4][H:11])([H:10])[C@:5]1([O:6][H:7])[H:12],[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5](=[O:6])[H:12])[H:10])([H:8])[H:9])[H:7],36.22474,-14.36345
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5](=[O:6])[H:12])[H:10])([H:8])[H:9])[H:7],[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5][O:6][H:12])[H:10])([H:8])[H:9])[H:7],79.48748,51.93182
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5][O:6][H:12])[H:10])([H:8])[H:9])[H:7],[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5](=[O:6])[H:12])[H:10])([H:8])[H:9])[H:7],27.555660000000003,-51.93182
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5](=[O:6])[H:12])[H:10])([H:8])[H:9])[H:7],[O:1]([C:2](/[C:3]([O:4][H:10])=[C:5](/[O:6][H:11])[H:12])([H:8])[H:9])[H:7],66.83856999999999,9.48659
[O:1]([C:2](/[C:3]([O:4][H:10])=[C:5](/[O:6][H:11])[H:12])([H:8])[H:9])[H:7],[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5](=[O:6])[H:12])[H:10])([H:8])[H:9])[H:7],57.35197999999999,-9.48659
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5](=[O:6])[H:12])[H:10])([H:8])[H:9])[H:7],[O:1]([C:2]([C@@:3]1([H:10])[O:4][C@@:5]1([O:6][H:11])[H:12])([H:8])[H:9])[H:7],54.49312,18.79978
[O:1]([C:2]([C@@:3]1([H:10])[O:4][C@@:5]1([O:6][H:11])[H:12])([H:8])[H:9])[H:7],[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5](=[O:6])[H:12])[H:10])([H:8])[H:9])[H:7],35.69334,-18.79978
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5](=[O:6])[H:12])[H:10])([H:8])[H:9])[H:7],[O:1]([C:2]([C:3](=[O:4])[C:5]([O:6][H:11])([H:10])[H:12])([H:8])[H:9])[H:7],43.09828,-2.54307
[O:1]([C:2]([C:3](=[O:4])[C:5]([O:6][H:11])([H:10])[H:12])([H:8])[H:9])[H:7],[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5](=[O:6])[H:12])[H:10])([H:8])[H:9])[H:7],45.64135,2.54307
[C:1]([C:2]([C:3]#[C:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]1([H:10])[C-:3]=[C:4]([H:11])[C:6]([H:12])=[C+:5]1)([H:7])([H:8])[H:9],81.89746,43.57894
[C:1]([C:2]1([H:10])[C-:3]=[C:4]([H:11])[C:6]([H:12])=[C+:5]1)([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]#[C:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:7])([H:8])[H:9],38.31851999999999,-43.57894
[C:1]([C:2]([C:3]#[C:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:7])([H:8])[H:9],[C:1](/[C:2](=[C:3](/[C:4][H:11])[H:10])[C:5]#[C:6][H:12])([H:7])([H:8])[H:9],66.27931,51.46612
[C:1](/[C:2](=[C:3](/[C:4][H:11])[H:10])[C:5]#[C:6][H:12])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]#[C:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:7])([H:8])[H:9],14.813189999999999,-51.46612
[C:1]([C:2]([C:3]#[C:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:7])([H:8])[H:9],[C:1]1([H:7])([H:8])[C:3]([C:2]([C:5]#[C:6][H:12])([H:9])[H:10])=[C:4]1[H:11],104.99133,17.34818
[C:1]1([H:7])([H:8])[C:3]([C:2]([C:5]#[C:6][H:12])([H:9])[H:10])=[C:4]1[H:11],[C:1]([C:2]([C:3]#[C:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:7])([H:8])[H:9],87.64315,-17.34818
[C:1]([C:2]([C:3]#[C:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]([C:3]#[C:4][H:11])([C:6](=[C:5])[H:12])[H:10])([H:7])([H:8])[H:9],59.52083,46.00236
[C:1]([C@@:2]([C:3]#[C:4][H:11])([C:6](=[C:5])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]#[C:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:7])([H:8])[H:9],13.518469999999994,-46.00236
