idx,rsmi,psmi,ea,dHrxn298,rmg_family,rigid
4382.0,[C:1](#[C:2][C:3]1([H:8])[C:4]([H:9])([H:10])[O:5][C:6]1([H:11])[H:12])[H:7],[C:1](=[C:2])([C:3]1([H:8])[C:4]([H:9])([H:10])[O:5][C:6]1([H:11])[H:12])[H:7],59.25727,52.548140000000004,Singlet_Carbene_Intra_Disproportionation,
4383.0,[C:1](#[C:2][C:3]1([H:8])[C:4]([H:9])([H:10])[O:5][C:6]1([H:11])[H:12])[H:7],[C:1](=[C:2]=[C:3]1[C:4]([H:9])([H:10])[O:5][C:6]1([H:11])[H:12])([H:7])[H:8],80.70221,-5.978619999999999,,
4385.0,[C:1](#[C:2][C:3]1([H:8])[C:4]([H:9])([H:10])[O:5][C:6]1([H:11])[H:12])[H:7],[C:1](#[C:2][C@:3]([C:4][H:9])([C:6]([O:5][H:10])([H:11])[H:12])[H:8])[H:7],73.52060999999999,73.23704000000001,,
4386.0,[C:1](#[C:2][C:3]1([H:8])[C:4]([H:9])([H:10])[O:5][C:6]1([H:11])[H:12])[H:7],[C-:1](=[C:2]([C+:3]1[C:4]([H:9])([H:10])[O:5][C:6]1([H:11])[H:12])[H:8])[H:7],65.87453000000001,56.27926,,
4387.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N:4]1[C:5]([H:11])([H:12])[C@@:6]21[H:13],[C:1](=[C:3]([N:4]1[C:5]([H:11])([H:12])[C@:6]1([C:2][H:9])[H:13])[H:10])([H:7])[H:8],52.91718,39.91548,,
4388.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N:4]1[C:5]([H:11])([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N+:4]1([H:12])[C-:5]([H:11])[C@@:6]21[H:13],57.26709,43.04354,,
4389.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N:4]1[C:5]([H:11])([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C:2][C@@:6]2([H:13])[N:4]([C:3]1([H:9])[H:10])[C:5]2([H:11])[H:12],55.65569,19.229470000000003,,
4390.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N:4]1[C:5]([H:11])([H:12])[C@@:6]21[H:13],[C:1]([C@:3]1([H:10])[C:2]([H:8])([H:9])[C@@:6]2([H:13])[N:4]1[C:5]2([H:11])[H:12])[H:7],59.02884,53.5014,,
4391.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N:4]1[C:5]([H:11])([H:12])[C@@:6]21[H:13],[C:1]1([H:8])=[C:3]([H:10])[N:4]2[C:5]([H:11])([H:12])[C@@:6]2([H:13])[C:2]1([H:7])[H:9],56.890390000000004,-45.62385,,
4392.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N:4]1[C:5]([H:11])([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:6]([H:13])[C:5]([H:11])([H:12])[N:4]=[C:3]1[H:10],29.04382,-68.1892,,
4393.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N:4]1[C:5]([H:11])([H:12])[C@@:6]21[H:13],[C:1]([C@:3]1([H:10])[C:2][C@@:6]2([H:13])[N:4]1[C:5]2([H:11])[H:12])([H:7])([H:8])[H:9],60.02581,42.45489,,
4394.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N:4]1[C:5]([H:11])([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N:4]([H:12])[C@:6]2([C:5][H:11])[H:13],57.252590000000005,56.38966,,
4395.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N:4]1[C:5]([H:11])([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N+:4]([C-:5]([H:11])[H:12])=[C:6]2[H:13],38.25053,6.527480000000001,,
4396.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N:4]1[C:5]([H:11])([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@:6]2([N:4]=[C:5]([H:11])[H:12])[H:13],55.811859999999996,-23.03754,,
4397.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N:4]1[C:5]([H:11])([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])=[N:4][C@@:6]2([H:13])[C:5]1([H:11])[H:12],45.07427,-33.443459999999995,,
4398.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N:4]1[C:5]([H:11])([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C+:2]([H:9])[C:5]([H:11])([H:12])[C@:6]2([H:13])[C@@:3]1([H:10])[N-:4]2,60.836059999999996,3.23412,,
4400.0,[C:1]([N:2]([C:3](=[O:4])[N:5]([H:10])[H:11])[H:9])([H:6])([H:7])[H:8],[C:1](/[N:2]=[C:3](/[O:4][H:9])[N:5]([H:10])[H:11])([H:6])([H:7])[H:8],39.83393,11.89418,ketoenol,
4401.0,[C:1]([N:2]([C:3](=[O:4])[N:5]([H:10])[H:11])[H:9])([H:6])([H:7])[H:8],[C:1]([N:2](/[C:3]([O:4][H:11])=[N:5]\[H:10])[H:9])([H:6])([H:7])[H:8],41.32886,13.24722,ketoenol,
4403.0,[C:1]([N:2]([C:3](=[O:4])[N:5]([H:10])[H:11])[H:9])([H:6])([H:7])[H:8],[C:1]([N:2]([H:8])[H:9])([C:3](=[O:4])[N:5]([H:10])[H:11])([H:6])[H:7],120.6357,4.41676,,
4405.0,[C:1]([N:2]([C:3](=[O:4])[N:5]([H:10])[H:11])[H:9])([H:6])([H:7])[H:8],[C:1]([O:4][C:3](=[N:2][H:9])[N:5]([H:10])[H:11])([H:6])([H:7])[H:8],68.00086,18.355220000000003,ketoenol,
4406.0,[C:1]([C:2](=[O:3])[H:7])([H:4])([H:5])[H:6],[C:1](=[C:2]([O:3][H:5])[H:7])([H:4])[H:6],63.83436999999999,6.8399,ketoenol,
4411.0,[O:1]([C:2]([C@@:3]1([H:10])[C:4]([H:11])([H:12])[C@:5]1([O:6][H:14])[H:13])([H:8])[H:9])[H:7],[O:1]([C:2]([C@@:3]([C:4]([H:11])([H:12])[H:13])([C:5][O:6][H:14])[H:10])([H:8])[H:9])[H:7],55.71629,42.22571,,
4413.0,[O:1]([C:2]([C@@:3]1([H:10])[C:4]([H:11])([H:12])[C@:5]1([O:6][H:14])[H:13])([H:8])[H:9])[H:7],[O:1]([C@@:3]1([H:10])[C:2]([H:8])([H:9])[C:4]([H:11])([H:12])[C@:5]1([O:6][H:14])[H:13])[H:7],73.52459,-5.23231,,
4415.0,[O:1]([C:2]([C@@:3]1([H:10])[C:4]([H:11])([H:12])[C@:5]1([O:6][H:14])[H:13])([H:8])[H:9])[H:7],[O:1]([C:2]([C:3]([C@@:5]([C:4][H:12])([O:6][H:14])[H:13])([H:10])[H:11])([H:8])[H:9])[H:7],60.143919999999994,66.33345,,
4424.0,[O:1]([C:2]([C@@:3]1([H:10])[C:4]([H:11])([H:12])[C@:5]1([O:6][H:14])[H:13])([H:8])[H:9])[H:7],[O:1]([C:2]([C:3]([C:4]([C:5][O:6][H:14])([H:11])[H:12])([H:10])[H:13])([H:8])[H:9])[H:7],51.54692,39.74111,,
4427.0,[O:1]([C:2]([C@@:3]1([H:10])[C:4]([H:11])([H:12])[C@:5]1([O:6][H:14])[H:13])([H:8])[H:9])[H:7],[O:1]([C:2]([C:3](/[C:4](=[C:5](/[O:6][H:14])[H:13])[H:11])([H:10])[H:12])([H:8])[H:9])[H:7],65.29823,-12.32804,,
4428.0,[O:1]([C:2]([C@@:3]1([H:10])[C:4]([H:11])([H:12])[C@:5]1([O:6][H:14])[H:13])([H:8])[H:9])[H:7],[O:1]([C:2]([C:3][C@@:5]([C:4]([H:10])([H:11])[H:12])([O:6][H:14])[H:13])([H:8])[H:9])[H:7],68.65527,66.5655,,
4429.0,[O:1]([C:2]([C@@:3]1([H:10])[C:4]([H:11])([H:12])[C@:5]1([O:6][H:14])[H:13])([H:8])[H:9])[H:7],[O:1]([C:2]([C:3]([C:4][H:11])([C:5]([O:6][H:14])([H:12])[H:13])[H:10])([H:8])[H:9])[H:7],72.02790999999999,78.7326,,
4432.0,[C:1]([c:2]1[c:3]([H:10])[o:4][n:5][n:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1([C:3](=[O:4])[H:10])[N:5]=[N:6]1)([H:7])([H:8])[H:9],35.33752,13.601289999999999,ketoenol,
4434.0,[C:1]([c:2]1[c:3]([H:10])[o:4][n:5][n:6]1)([H:7])([H:8])[H:9],[C:1]([C:2](=[C+:3][O:4][H:10])[N:6]=[N-:5])([H:7])([H:8])[H:9],60.63629,29.45775,,
4438.0,[C:1]([c:2]1[c:3]([H:10])[o:4][n:5][n:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]1[C:3]([H:10])=[O+:4][N-:5][N:6]1[H:8])([H:7])[H:9],86.24014,48.97553,,
4439.0,[C:1]([c:2]1[c:3]([H:10])[o:4][n:5][n:6]1)([H:7])([H:8])[H:9],[C:1]([N+:6]1=[C:2]=[C:3]([H:10])[O:4][N-:5]1)([H:7])([H:8])[H:9],108.57988999999999,50.56457,,
4440.0,[C:1]([c:2]1[c:3]([H:10])[o:4][n:5][n:6]1)([H:7])([H:8])[H:9],[C:1]([C:3](=[C:2]=[N:6][N:5]=[O:4])[H:10])([H:7])([H:8])[H:9],102.84691,44.12324,,
4442.0,[C:1]([O:2][C:3](=[O:4])[C:5]([N:6]([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([O:2]/[C:3]([O:4][H:10])=[C:5](\[N:6]([H:12])[H:13])[H:11])([H:7])([H:8])[H:9],68.51288000000001,25.32019,ketoenol,
4443.0,[C:1]([O:2][C:3](=[O:4])[C:5]([N:6]([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([O:2][C@@:3]1([O:4][H:13])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])([H:8])[H:9],63.96481,37.43716,,
4445.0,[C:1]([O:2][C:3](=[O:4])[C:5]([N:6]([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([O:2][C:3]([O-:4])=[C:5]([N+:6]([H:10])([H:12])[H:13])[H:11])([H:7])([H:8])[H:9],62.44712,32.0599,,
4447.0,[C:1]([O:2][C:3](=[O:4])[C:5]([N:6]([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([O:2][C:5]([C:3](=[O:4])[N:6]([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],101.51925,7.271739999999999,,
4448.0,[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:5]#[C:6][H:13])[H:12])([H:7])([H:8])[H:9],[C:1]([C+:2]1[N:3]([H:11])[C@:4]1([C-:5]=[C:6]([H:10])[H:13])[H:12])([H:7])([H:8])[H:9],106.72,46.42243,,
4449.0,[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:5]#[C:6][H:13])[H:12])([H:7])([H:8])[H:9],[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]([H:11])[C@@:4]2([H:12])[C:5][C:6]1([H:7])[H:13],75.09676999999999,41.69912,,
4450.0,[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:5]#[C:6][H:13])[H:12])([H:7])([H:8])[H:9],[C:1](/[C:2](=[N:3]/[C:4]([C:5]#[C:6][H:13])([H:11])[H:12])[H:10])([H:7])([H:8])[H:9],66.71656999999999,-8.91911,,
4451.0,[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:5]#[C:6][H:13])[H:12])([H:7])([H:8])[H:9],[C:1]([C:2][C@@:4]([N:3]([H:10])[H:11])([C:5]#[C:6][H:13])[H:12])([H:7])([H:8])[H:9],62.90506,61.92122,,
4452.0,[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:5]#[C:6][H:13])[H:12])([H:7])([H:8])[H:9],[C:1]([C@@:2]([N:3]([H:11])[H:12])([C-:4]=[C:5]=[C+:6][H:13])[H:10])([H:7])([H:8])[H:9],54.22074,46.09391,,
4453.0,[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:5]#[C:6][H:13])[H:12])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C:4]1=[C:5]=[C:6]([H:12])[H:13])([H:7])([H:8])[H:9],83.3002,0.9104,,
4454.0,[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:5]#[C:6][H:13])[H:12])([H:7])([H:8])[H:9],[C:1](=[C:2]([N:3]([C:4](=[C:5]=[C:6]([H:9])[H:13])[H:12])[H:11])[H:10])([H:7])[H:8],32.52163,-15.781279999999999,,
4455.0,[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:5]#[C:6][H:13])[H:12])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:6](=[C:5])[H:13])[H:12])([H:7])([H:8])[H:9],54.94198000000001,53.79107,Singlet_Carbene_Intra_Disproportionation,
4457.0,[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:5]#[C:6][H:13])[H:12])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C:4]([H:12])=[C:5]=[C:6]1[H:13])([H:7])([H:8])[H:9],68.456,6.41099,,
4458.0,[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:5]#[C:6][H:13])[H:12])([H:7])([H:8])[H:9],[C:1]([C:2](/[N:3]=[C:4](/[C:5]#[C:6][H:13])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],66.78115,-10.66082,,
4459.0,[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:5]#[C:6][H:13])[H:12])([H:7])([H:8])[H:9],[C:1]([C-:2]([N:3]([C:4](=[C:5]=[C+:6][H:13])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],30.769009999999998,12.28702,,
4460.0,[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:5]#[C:6][H:13])[H:12])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[N:3]([H:11])/[C:4]1=[C:5](\[C:6][H:13])[H:12])([H:7])([H:8])[H:9],69.79315,56.11387,,
4461.0,[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:5]#[C:6][H:13])[H:12])([H:7])([H:8])[H:9],[C:1]([C:2]([N:3]([C-:4]=[C:5]=[C+:6][H:13])[H:11])([H:10])[H:12])([H:7])([H:8])[H:9],67.29086,20.63556,,
4462.0,[C:1]([C@@:2]1([H:10])[N:3]([H:11])[C@:4]1([C:5]#[C:6][H:13])[H:12])([H:7])([H:8])[H:9],[C:1]1([H:7])([H:8])[C@@:2]2([H:10])[N:3]([H:11])[C@@:4]2([H:12])[C:5]1=[C:6]([H:9])[H:13],82.57191,-5.72326,,
4463.0,[C:1]([C@@:2]1([C:3]([O:4][H:12])([H:10])[H:11])[C:5]([H:13])([H:14])[N:6]1[H:15])([H:7])([H:8])[H:9],[C:1]([C@:2]([C:3]([O:4][H:12])([H:10])[H:11])([N:6]([C:5][H:14])[H:15])[H:13])([H:7])([H:8])[H:9],70.44445,35.498870000000004,,
4464.0,[C:1]([C@@:2]1([C:3]([O:4][H:12])([H:10])[H:11])[C:5]([H:13])([H:14])[N:6]1[H:15])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([C:3]([O:4][H:12])([H:10])[H:11])[C-:5]([H:13])[N+:6]1([H:14])[H:15])([H:7])([H:8])[H:9],66.59078000000001,56.657509999999995,,
4465.0,[C:1]([C@@:2]1([C:3]([O:4][H:12])([H:10])[H:11])[C:5]([H:13])([H:14])[N:6]1[H:15])([H:7])([H:8])[H:9],[C:1]([C@@:2]([C:3]([O:4][H:12])([H:10])[H:11])([N:6]=[C:5]([H:13])[H:14])[H:15])([H:7])([H:8])[H:9],65.3746,-2.82404,,
4466.0,[C:1]([C@@:2]1([C:3]([O:4][H:12])([H:10])[H:11])[C:5]([H:13])([H:14])[N:6]1[H:15])([H:7])([H:8])[H:9],[C:1]([C:5]([N:6]([C:2][C:3]([O:4][H:12])([H:10])[H:11])[H:15])([H:13])[H:14])([H:7])([H:8])[H:9],92.21981,34.61985,,
4467.0,[C:1]([C@@:2]1([C:3]([O:4][H:12])([H:10])[H:11])[C:5]([H:13])([H:14])[N:6]1[H:15])([H:7])([H:8])[H:9],[C:1](/[C:2]([C:3]([O:4][H:12])([H:10])[H:11])=[N:6]\[C:5]([H:13])([H:14])[H:15])([H:7])([H:8])[H:9],59.30135,-14.214229999999999,,
4470.0,[C:1]([C@@:2]1([C:3]([O:4][H:12])([H:10])[H:11])[C:5]([H:13])([H:14])[N:6]1[H:15])([H:7])([H:8])[H:9],[C:1]([C-:2]1[C:5]([H:13])([H:14])[N+:6]1([C:3]([O:4][H:12])([H:10])[H:11])[H:15])([H:7])([H:8])[H:9],94.0404,61.008630000000004,,
4471.0,[C:1]([C@@:2]1([C:3]([O:4][H:12])([H:10])[H:11])[C:5]([H:13])([H:14])[N:6]1[H:15])([H:7])([H:8])[H:9],[C:1]([C:2][N:6]([C:5]([C:3]([O:4][H:12])([H:10])[H:11])([H:13])[H:14])[H:15])([H:7])([H:8])[H:9],95.87338000000001,24.4463,,
4472.0,[C:1]([C@@:2]1([C:3]([O:4][H:12])([H:10])[H:11])[C:5]([H:13])([H:14])[N:6]1[H:15])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:5]([H:13])[H:14])[N:6]([C:3]([O:4][H:12])([H:10])[H:11])[H:15])([H:7])([H:8])[H:9],64.34872,-10.860339999999999,,
4474.0,[N:1](=[C:2](/[O:3][C:4]([C:5]#[C:6][H:11])([H:9])[H:10])[H:8])\[H:7],[N:1]([C:2](=[O:3])[H:8])([C:5]1=[C:6]([H:11])[C:4]1([H:9])[H:10])[H:7],37.30227,-4.833469999999999,,
4475.0,[N:1](=[C:2](/[O:3][C:4]([C:5]#[C:6][H:11])([H:9])[H:10])[H:8])\[H:7],[N:1](=[C:2](/[O:3][C:4]([C:6](=[C:5])[H:11])([H:9])[H:10])[H:8])\[H:7],54.84226999999999,51.917970000000004,Singlet_Carbene_Intra_Disproportionation,
4476.0,[N:1](=[C:2](/[O:3][C:4]([C:5]#[C:6][H:11])([H:9])[H:10])[H:8])\[H:7],[N:1](=[C:2](/[O:3]/[C:4](=[C:5](\[C:6][H:11])[H:10])[H:9])[H:8])\[H:7],61.808859999999996,54.088280000000005,,
4477.0,[N:1](=[C:2](/[O:3][C:4]([C:5]#[C:6][H:11])([H:9])[H:10])[H:8])\[H:7],[N:1]([C:2](=[O:3])[H:8])([C:4]([C:5]#[C:6][H:11])([H:9])[H:10])[H:7],37.17538,-15.65998,ketoenol,
4478.0,[N:1](=[C:2](/[O:3][C:4]([C:5]#[C:6][H:11])([H:9])[H:10])[H:8])\[H:7],[N:1]([C:2](=[O:3])[H:8])([C:6](=[C:5]=[C:4]([H:9])[H:10])[H:11])[H:7],24.3001,-22.83546,,
4479.0,[N:1](=[C:2](/[O:3][C:4]([C:5]#[C:6][H:11])([H:9])[H:10])[H:8])\[H:7],[N:1](=[C:2](/[O:3][C:6](=[C:5]=[C:4]([H:9])[H:10])[H:11])[H:8])\[H:7],57.880109999999995,-1.7738900000000002,,
4480.0,[N:1](=[C:2](/[O:3][C:4]([C:5]#[C:6][H:11])([H:9])[H:10])[H:8])\[H:7],[N:1]([C:2][H:8])([C:5]1=[C:6]([H:11])[O:3][C:4]1([H:9])[H:10])[H:7],107.84700000000001,50.54367,,
4481.0,[N:1](=[C:2](/[O:3][C:4]([C:5]#[C:6][H:11])([H:9])[H:10])[H:8])\[H:7],[N:1]([C:2](=[O+:3][C-:4]([C:5]#[C:6][H:11])[H:9])[H:8])([H:7])[H:10],38.303740000000005,33.85196,,
4482.0,[N:1](=[C:2](/[O:3][C:4]([C:5]#[C:6][H:11])([H:9])[H:10])[H:8])\[H:7],[N:1]1([H:7])[C:2]([H:8])=[O+:3][C:4]([H:9])([H:10])[C:5]([H:11])=[C-:6]1,43.38984,20.0795,,
4486.0,[N:1](=[C:2](/[O:3][C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[H:8])\[H:7],[N:1]([C:2](=[O:3])[H:8])([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[H:7],43.97708,-18.9055,ketoenol,
4487.0,[N:1](=[C:2](/[O:3][C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[H:8])\[H:7],[N:1]1([H:7])[C:2]([H:8])=[O+:3][C-:4]([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13],52.54184,31.1069,,
4489.0,[N:1](=[C:2](/[O:3][C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[H:8])\[H:7],[N:1]([C-:2]=[O+:3][C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8],67.65764,26.305840000000003,,
4492.0,[N:1](=[C:2](/[O:3][C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[H:8])\[H:7],[N:1](=[C:2](/[O:3][C:4]([C:5]([C:6][H:12])([H:10])[H:11])([H:9])[H:13])[H:8])\[H:7],73.75923,80.52805,,
4494.0,[N:1](=[C:2](/[O:3][C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[H:8])\[H:7],[N:1]1([H:7])[C@@:2]([O:3][C:4](=[C:6]([H:12])[H:13])[H:9])([H:8])[C:5]1([H:10])[H:11],73.88971,16.51239,,
4496.0,[N:1](=[C:2](/[O:3][C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[H:8])\[H:7],[N:1]([C:2](=[O:3])[H:8])([C:5]([C:4](=[C:6]([H:12])[H:13])[H:9])([H:10])[H:11])[H:7],38.17946,-24.47851,,
4497.0,[N:1](=[C:2](/[O:3][C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[H:8])\[H:7],[N:1](=[C:2](/[O+:3]=[C-:4][C:6]([C:5]([H:9])([H:10])[H:11])([H:12])[H:13])[H:8])\[H:7],53.46655,37.5413,,
4500.0,[N:1](=[C:2](/[O:3][C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[H:8])\[H:7],[N:1](=[C:2](/[O:3][C@@:4]([C:5][H:10])([C:6]([H:11])([H:12])[H:13])[H:9])[H:8])\[H:7],64.88436999999999,71.59996,,
4501.0,[N:1](=[C:2](/[O:3][C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[H:8])\[H:7],[N:1](=[C:2]=[O+:3][C:4]([C:5]([C-:6]([H:12])[H:13])([H:10])[H:11])([H:8])[H:9])[H:7],72.28402,64.43287,,
4505.0,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C@:5]1([C:6]([H:16])([H:17])[H:18])[H:15])([H:7])([H:8])[H:9],[C:1]([C@@:2]([C:3][H:12])([C:5]([C:4]([H:11])([H:13])[H:14])([C:6]([H:16])([H:17])[H:18])[H:15])[H:10])([H:7])([H:8])[H:9],78.01574000000001,80.33725,,
4507.0,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C@:5]1([C:6]([H:16])([H:17])[H:18])[H:15])([H:7])([H:8])[H:9],[C:1]([C@@:2]([C:3]([C:4]([H:13])([H:14])[H:15])([H:11])[H:12])([C:5][C:6]([H:16])([H:17])[H:18])[H:10])([H:7])([H:8])[H:9],73.55175,71.1336,,
4510.0,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C@:5]1([C:6]([H:16])([H:17])[H:18])[H:15])([H:7])([H:8])[H:9],[C:1]([C@@:2]([C:3]([C:4][H:14])([H:11])[H:12])([C:5]([C:6]([H:16])([H:17])[H:18])([H:13])[H:15])[H:10])([H:7])([H:8])[H:9],77.8921,82.68162,,
4511.0,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C@:5]1([C:6]([H:16])([H:17])[H:18])[H:15])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([C:4]([C:5][C:6]([H:16])([H:17])[H:18])([H:13])[H:14])([H:11])[H:12])([H:10])[H:15])([H:7])([H:8])[H:9],70.70838,68.82791,,
4514.0,[o:1]1[n:2][c:3]([H:6])[c:4]([H:7])[n:5]1,[O:1]=[N:2][C:3](=[C:4]=[N:5][H:7])[H:6],57.87666,20.924670000000003,,
4515.0,[o:1]1[n:2][c:3]([H:6])[c:4]([H:7])[n:5]1,[O:1]=[N:5][C@:4]1([H:7])[N:2]=[C:3]1[H:6],134.16642,48.25478,ketoenol,
4517.0,[C:1]([C:2](=[O:3])[N:4]([C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[N+:4](=[C-:5][O:6][H:11])[H:10])([H:7])([H:8])[H:9],77.61157,44.923320000000004,,
4519.0,[C:1]([C:2](=[O:3])[N:4]([C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[H:7])([O:6]/[C:5](=[N:4]/[H:10])[H:11])([H:8])[H:9],99.25961,35.532990000000005,,
4520.0,[C:1]([C:2](=[O:3])[N:4]([C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1](/[C:2]([O:3][C:5](=[O:6])[H:11])=[N:4]\[H:10])([H:7])([H:8])[H:9],36.61217,18.51192,ketoenol,
4523.0,[C:1]([C:2](=[O:3])[N:4]([C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1](=[C:2]1[O:3][C@@:5]([O:6][H:7])([H:11])[N:4]1[H:10])([H:8])[H:9],87.97621,46.1671,,
4524.0,[C:1]([C:2](=[O:3])[N:4]([C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1](=[C:2]([O:3][H:7])[N:4]([C:5](=[O:6])[H:11])[H:10])([H:8])[H:9],63.65342,18.7469,ketoenol,
4525.0,[C:1]([C:2](=[O:3])[N:4]([C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1]([O+:3]=[C-:2][N:4]([C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],102.46822,61.32187,,
4526.0,[C:1]([C:2](=[O:3])[N:4]([C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1](/[C:2]([O:3][H:10])=[N:4]\[C:5](=[O:6])[H:11])([H:7])([H:8])[H:9],40.15733,13.7274,ketoenol,
4528.0,[C:1]([C:2](=[O:3])[N:4]([C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]1([N:4]([C:5][H:11])[H:10])[O:3][O:6]1)([H:7])([H:8])[H:9],183.27508,144.00373000000002,,
