idx,rsmi,psmi,ea,dHrxn298,rmg_family,rigid
1014.0,[N:1]#[C:2][C@@:3]1([H:6])[C:4]([H:7])([H:8])[O:5]1,[N:1](=[C-:2][C@@:3]1([H:6])[C:4]([H:8])=[O+:5]1)[H:7],135.24531000000002,84.88508,,
1015.0,[N:1]#[C:2][C@@:3]1([H:6])[C:4]([H:7])([H:8])[O:5]1,[N:1]#[C:2][C:4]([C:3](=[O:5])[H:6])([H:7])[H:8],65.29125,-25.37098,,
1016.0,[N:1]#[C:2][C@@:3]1([H:6])[C:4]([H:7])([H:8])[O:5]1,[N+:1](#[C-:2])[C@@:3]1([H:6])[C:4]([H:7])([H:8])[O:5]1,56.37855,19.2006,,1.0
1017.0,[N:1]#[C:2][C@@:3]1([H:6])[C:4]([H:7])([H:8])[O:5]1,[N:1]#[C:2][C@@:3]([C:4][H:7])([O:5][H:8])[H:6],70.25086,67.03116,,
1019.0,[N:1]#[C:2][C@@:3]1([H:6])[C:4]([H:7])([H:8])[O:5]1,[N-:1]=[C:2]=[C:3]([O+:5]=[C:4]([H:7])[H:8])[H:6],50.19806,38.69511,,
1020.0,[N:1]#[C:2][C@@:3]1([H:6])[C:4]([H:7])([H:8])[O:5]1,[N-:1]=[C:2]=[C+:3][C:4]([O:5][H:6])([H:7])[H:8],64.75196,57.151819999999994,,
1021.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[N:5]2[C@:6]13[H:13],[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[N:5]2[C:4]([H:11])([H:12])[C:3][C@@:6]12[H:13],67.01454,40.85111,,
1022.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[N:5]2[C@:6]13[H:13],[C:1](=[C:6]([C@:3]1([H:10])[C:2]([H:9])=[N:5][C:4]1([H:11])[H:12])[H:13])([H:7])[H:8],55.049,-41.78138,,
1023.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[N:5]2[C@:6]13[H:13],[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[N+:5]23[C-:3]([C:4]2([H:11])[H:12])[C@@:6]13[H:13],67.0292,37.86972,,
1024.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[N:5]2[C@:6]13[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]([C:6][H:13])([H:10])[C:4]([H:11])([H:12])[N:5]12,110.88696999999999,47.09322,,
1025.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[N:5]2[C@:6]13[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]([H:10])([C:4]([H:11])([H:12])[N:5]2[H:13])[C:6]1,59.93759,34.44274,,
1026.0,[O:1]([C:2]1([C:5](=[O:6])[H:12])[C:3]([H:8])([H:9])[C:4]1([H:10])[H:11])[H:7],[O:1]([C:2]1([O+:6]=[C-:5][H:12])[C:3]([H:8])([H:9])[C:4]1([H:10])[H:11])[H:7],118.4412,65.90127,,
1027.0,[O:1]([C:2]1([C:5](=[O:6])[H:12])[C:3]([H:8])([H:9])[C:4]1([H:10])[H:11])[H:7],[O:1]([O:6][C:5](=[C:2]1[C:3]([H:8])([H:9])[C:4]1([H:10])[H:11])[H:12])[H:7],110.25388999999998,82.96443000000001,ketoenol,
1029.0,[O:1]([C:2]1([C:5](=[O:6])[H:12])[C:3]([H:8])([H:9])[C:4]1([H:10])[H:11])[H:7],[O:1]([C:2]([C:5]1([H:12])[C:3]([H:8])([H:9])[C:4]1([H:10])[H:11])=[O:6])[H:7],93.75939,-21.9292,,
1030.0,[O:1]([C:2]1([C:5](=[O:6])[H:12])[C:3]([H:8])([H:9])[C:4]1([H:10])[H:11])[H:7],[O:1]([C:2]1=[C:5]([H:12])[O:6][C:4]([H:10])([H:11])[C:3]1([H:8])[H:9])[H:7],53.33311,0.76675,ketoenol,
1033.0,[C:1]([C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5]1([H:14])[H:15])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([C:2]([C:3][C:5]([C:4]([H:11])([H:12])[H:13])([H:14])[H:15])([H:9])[H:10])([H:6])([H:7])[H:8],65.65839,61.28886,,
1034.0,[c:1]1([H:7])[n:2][n:3][n:4][c:5]([H:8])[n:6]1,[C:1]1([H:7])=[N:6][C:5]2([H:8])[n:3]3[n:2]1[n:4]32,87.1272,64.0719,,
1035.0,[c:1]1([H:7])[n:2][n:3][n:4][c:5]([H:8])[n:6]1,[c:1]1([H:7])[n:2][n:3]2[n:4][c:5]([H:8])[n:6]12,81.6318,66.92742,,
1036.0,[c:1]1([H:7])[n:2][n:3][n:4][c:5]([H:8])[n:6]1,[C:1]1([H:7])=[N:6][C@@:5]1([N:4]=[N+:3]=[N-:2])[H:8],74.24956,38.47374,,
1037.0,[c:1]1([H:7])[n:2][n:3][n:4][c:5]([H:8])[n:6]1,[C:1](#[N+:2][N-:3][N:4]=[C:5]=[N:6][H:8])[H:7],118.40082,58.85057,,
1038.0,[c:1]1([H:7])[n:2][n:3][n:4][c:5]([H:8])[n:6]1,[C@:1]12([H:7])[N:2]3[N:3]=[N:4][C@@:5]1([H:8])[N:6]23,74.68684,62.91251,,
1039.0,[c:1]1([H:7])[n:2][n:3][n:4][c:5]([H:8])[n:6]1,[C:1](=[N:2][N:3]=[N-:4])([N+:6]#[C:5][H:8])[H:7],58.3383,51.117,,
1040.0,[c:1]1([H:7])[n:2][n:3][n:4][c:5]([H:8])[n:6]1,[C:1]1([H:7])=[N:6][C@:5]2([H:8])[N:2]1[N:3]=[N:4]2,75.33296999999999,50.11258,,
1042.0,[c:1]1([H:7])[n:2][n:3][n:4][c:5]([H:8])[n:6]1,[C:1](=[N:2][H:7])=[N:6][C:5](=[N+:4]=[N-:3])[H:8],82.47216999999999,10.67755,,1.0
1043.0,[c:1]1([H:7])[n:2][n:3][n:4][c:5]([H:8])[n:6]1,[C:1]1=[N+:2]([H:7])[N-:3][N:4]=[C:5]([H:8])[N:6]=1,82.477,41.06175,,
1044.0,[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([C:5](=[O:6])[H:12])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](=[O+:3][C:4](=[C:5]([O-:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],42.01788,38.18517,,
1045.0,[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([C:5](=[O:6])[H:12])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]1=[O+:3][C@:4]1([C-:5]([O:6][H:10])[H:12])[H:11])([H:7])([H:8])[H:9],104.72339000000001,64.7486,,
1046.0,[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([C:5](=[O:6])[H:12])[H:11])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:11])([C+:4]=[C:5]([O-:6])[H:12])[H:10])([H:7])([H:8])[H:9],65.83381999999999,57.7234,,
1047.0,[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([C:5](=[O:6])[H:12])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2][C@@:4]([O:3][H:10])([C:5](=[O:6])[H:12])[H:11])([H:7])([H:8])[H:9],69.20678000000001,56.109519999999996,,
1048.0,[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([C:5](=[O:6])[H:12])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],56.18198,-26.02584,,
1049.0,[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([C:5](=[O:6])[H:12])[H:11])([H:7])([H:8])[H:9],[C:1]([O:3][C@:4]([C:2][H:10])([C:5](=[O:6])[H:12])[H:11])([H:7])([H:8])[H:9],111.39403,81.51645,,
1050.0,[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([C:5](=[O:6])[H:12])[H:11])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[O:3]/[C:4]1=[C:5](/[O:6][H:11])[H:12])([H:7])([H:8])[H:9],70.27025,19.872429999999998,ketoenol,
1051.0,[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([C:5](=[O:6])[H:12])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([O+:3]=[C:4]=[C:5]([O-:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],74.73574,44.80387,,
1052.0,[C:1]([C@@:2]([O:3][H:11])([C:4](=[O:5])[N:6]([H:12])[H:13])[H:10])([H:7])([H:8])[H:9],[C:1]([N+:6]([C:4](=[C:2]([O:3][H:11])[H:10])[O-:5])([H:12])[H:13])([H:7])([H:8])[H:9],111.61972,53.45254,,
1055.0,[C:1]([C@@:2]([O:3][H:11])([C:4](=[O:5])[N:6]([H:12])[H:13])[H:10])([H:7])([H:8])[H:9],[C:1]([O:5]/[C:4](=[C:2](/[O:3][H:11])[H:10])[N:6]([H:12])[H:13])([H:7])([H:8])[H:9],99.66425,38.07715,ketoenol,
1056.0,[C:1]([C@@:2]([O:3][H:11])([C:4](=[O:5])[N:6]([H:12])[H:13])[H:10])([H:7])([H:8])[H:9],[C:1](/[C:2]([O:3][H:11])=[C:4](\[O:5][H:10])[N:6]([H:12])[H:13])([H:7])([H:8])[H:9],68.47115,26.0694,ketoenol,
1057.0,[C:1]([C@@:2]([O:3][H:11])([C:4](=[O:5])[N:6]([H:12])[H:13])[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:11])([O+:5]=[C-:4][N:6]([H:12])[H:13])[H:10])([H:7])([H:8])[H:9],91.95017,41.4002,,
1058.0,[C:1]([C@@:2]([O:3][H:11])([C:4](=[O:5])[N:6]([H:12])[H:13])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]([O:3][H:11])=[C:4]([O-:5])[N+:6]([H:10])([H:12])[H:13])([H:7])([H:8])[H:9],80.31878,45.95799,,
1060.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1]([C:2]1=[N:6][C:5]([H:11])([H:12])[C:4]([H:10])=[C:3]1[H:9])([H:7])[H:8],42.21938,3.36394,,
1061.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1]([C+:2]1[C:3]([H:9])([H:10])[C-:4]=[C:5]([H:11])[N:6]1[H:12])([H:7])[H:8],79.41844,65.87997,,
1062.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1]([C:2](=[C:3]=[C:4](/[C:5](=[N:6]/[H:12])[H:11])[H:10])[H:9])([H:7])[H:8],71.49508,45.57785,,
1063.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1]([C@@:2]12[C:3]([H:9])=[C:4]([H:10])[C@:5]1([H:11])[N:6]2[H:12])([H:7])[H:8],89.03323,69.45416999999999,Intra_2+2_cycloaddition_Cd,
1064.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1]([C:2]/[C:3](=[C:4]([C:5](=[N:6]/[H:12])\[H:11])/[H:10])[H:9])([H:7])[H:8],67.0713,61.26416,,
1065.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1]([C:2]1=[C:3]([H:9])[C:4]([H:10])([H:11])[C:5][N:6]1[H:12])([H:7])[H:8],58.831990000000005,46.42749,Singlet_Carbene_Intra_Disproportionation,
1066.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1](=[C:2]1\[C:3]([H:9])=[C:4]([H:10])[C:5]([H:7])([H:11])[N:6]1[H:12])\[H:8],90.24077,6.78012,,
1067.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1](=[C:2]1[C:3]([H:9])=[C:4]([H:10])[C-:5]([H:11])[N+:6]1([H:7])[H:12])[H:8],73.76686,47.82659,,
1068.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1]([N+:6]1([H:12])[C-:2]=[C:3]([H:9])[C:4]([H:10])=[C:5]1[H:11])([H:7])[H:8],122.58751000000001,96.78806999999999,,
1069.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1](=[C:2]1\[C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]([H:11])[N:6]1[H:12])\[H:7],77.90244,6.818860000000001,,
1070.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1]([C:2]1=[C-:3][C:4]([H:9])([H:10])[C+:5]([H:11])[N:6]1[H:12])([H:7])[H:8],78.12455,72.11888,,
1071.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1]([C:2][N:6]([C:5]1([H:11])[C:3]([H:9])=[C:4]1[H:10])[H:12])([H:7])[H:8],128.93176,83.45209,,
1072.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1]([C:2](=[C:3])[N:6]([C:5](=[C:4]([H:9])[H:10])[H:11])[H:12])([H:7])[H:8],98.08095,98.83176999999999,,
1073.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1](/[C:3](=[C:2]1/[C:4]([H:10])=[C:5]([H:11])[N:6]1[H:12])[H:9])([H:7])[H:8],160.1263,49.0388,,
1074.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1]([C@@:2]1([H:12])[C:3]([H:9])=[C:4]([H:10])[C:5]([H:11])=[N:6]1)([H:7])[H:8],46.94818,14.981129999999999,,
1075.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1]([C+:2]1[C:3]([H:9])=[C-:4][C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8],67.7339,52.23962,Singlet_Carbene_Intra_Disproportionation,
1076.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1]([C:2]([C:3](=[C:4]=[C:5]([H:10])[H:11])[H:9])=[N:6][H:12])([H:7])[H:8],94.60792,33.003,,
1077.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N+:1]([C:2]1=[C:3]=[C:4]([H:10])[C-:5]([H:11])[N:6]1[H:12])([H:7])([H:8])[H:9],87.42752,83.24002,,
1078.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N+:1]([c-:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])([H:8])[H:12],50.26363,36.97694,,
1079.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1]([C@:2]1([H:9])[C-:3]=[C:4]([H:10])[C+:5]([H:11])[N:6]1[H:12])([H:7])[H:8],71.54278000000001,65.70308,Singlet_Carbene_Intra_Disproportionation,
1081.0,[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N:1]([C:2]1=[C:3]([H:9])[C:4]([H:10])=[C-:5][N+:6]1([H:11])[H:12])([H:7])[H:8],86.40346,74.58188,,
1084.0,[N:1]([C:2](=[O:3])[N:4]([C:5](=[O:6])[H:10])[H:9])([H:7])[H:8],[N:1](/[C:2]([O:3][H:9])=[N:4]/[C:5](=[O:6])[H:10])([H:7])[H:8],28.792540000000002,6.0561300000000005,ketoenol,1.0
1085.0,[N:1]([C:2](=[O:3])[N:4]([C:5](=[O:6])[H:10])[H:9])([H:7])[H:8],[N:1](=[C:2](/[O:3][H:8])[N:4]([C:5](=[O:6])[H:10])[H:9])\[H:7],44.67907,14.56669,ketoenol,1.0
1086.0,[N:1]([C:2](=[O:3])[N:4]([C:5](=[O:6])[H:10])[H:9])([H:7])[H:8],[N:1]([C:2](=[O:3])[O:6]/[C:5](=[N:4]/[H:9])[H:10])([H:7])[H:8],46.53083,14.68331,ketoenol,1.0
1087.0,[N:1]([C:2](=[O:3])[N:4]([C:5](=[O:6])[H:10])[H:9])([H:7])[H:8],[N:1]([C:2](=[O:3])[N+:4](=[C-:5][O:6][H:10])[H:9])([H:7])[H:8],76.60179000000001,41.681909999999995,,
1088.0,[N:1]([C:2](=[O:3])[N:4]([C:5](=[O:6])[H:10])[H:9])([H:7])[H:8],[N:1]([C:2]([O:3][C:5](=[O:6])[H:10])=[N:4][H:9])([H:7])[H:8],42.152409999999996,19.97433,ketoenol,1.0
1089.0,[N:1]([C:2](=[O:3])[N:4]([C:5](=[O:6])[H:10])[H:9])([H:7])[H:8],[N:1]([C:2](=[O:3])/[N:4]=[C:5](/[O:6][H:9])[H:10])([H:7])[H:8],41.34417,8.80131,ketoenol,1.0
1092.0,[C:1]([c:2]1[c:3]([H:10])[c:4]([H:11])[n:5][o:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:3]=[C:4]([H:11])[N:5]([H:10])[O:6]1)([H:7])([H:8])[H:9],103.75846999999999,61.81572,,
1093.0,[C:1]([c:2]1[c:3]([H:10])[c:4]([H:11])[n:5][o:6]1)([H:7])([H:8])[H:9],[C:1]([O+:6]=[C:2]=[C:3]([C:4](=[N-:5])[H:11])[H:10])([H:7])([H:8])[H:9],112.48671999999999,85.28844000000001,,
1095.0,[C:1]([c:2]1[c:3]([H:10])[c:4]([H:11])[n:5][o:6]1)([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]=[C:4]([N:5]=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],77.11194,61.83324,,
1096.0,[C:1]([c:2]1[c:3]([H:10])[c:4]([H:11])[n:5][o:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:3]([H:10])/[C:4](=[N:5]\[H:11])[O:6]1)([H:7])([H:8])[H:9],56.25453,10.54688,,
1097.0,[C:1]([c:2]1[c:3]([H:10])[c:4]([H:11])[n:5][o:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]([C@@:3]1([H:10])[C:4]([H:11])=[N:5]1)=[O:6])([H:7])([H:8])[H:9],55.65792,17.090339999999998,ketoenol,
1098.0,[C:1]([c:2]1[c:3]([H:10])[c:4]([H:11])[n:5][o:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]([C:3](=[C:4]=[N:5][H:11])[H:10])=[O:6])([H:7])([H:8])[H:9],56.24435,-4.03803,,
1099.0,[C:1]([c:2]1[c:3]([H:10])[c:4]([H:11])[n:5][o:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]1[C:3]([H:10])=[C:4]([H:11])[N:5]([H:7])[O:6]1)([H:8])[H:9],99.00391,31.4228,,
1101.0,[C:1]([O:2][C:3]([C:4]1([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([O:2][C:3]([C:6]([C:5]([C:4][H:12])([H:13])[H:14])([H:15])[H:16])([H:10])[H:11])([H:7])([H:8])[H:9],96.77176999999999,72.88606999999999,,
1104.0,[C:1]([O:2][C:3]([C:4]1([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([O:2][C:6]([C:5]([C:4](=[C:3]([H:10])[H:11])[H:12])([H:13])[H:14])([H:15])[H:16])([H:7])([H:8])[H:9],74.80355,-5.9336199999999995,,
1105.0,[C:1]([O:2][C:3]([C:4]1([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([O:2][C:3]([C:4][C:5]([C:6]([H:12])([H:15])[H:16])([H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],66.227,61.964180000000006,,
1108.0,[C:1](/[C:2](=[N:3]/[H:10])[O:4][C:5](=[O:6])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([N:3]([C:5](=[O:6])[H:11])[H:10])=[O:4])([H:7])([H:8])[H:9],22.08021,-10.33612,ketoenol,
1109.0,[C:1](/[C:2](=[N:3]/[H:10])[O:4][C:5](=[O:6])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([N:3]([H:9])[H:10])[O:4][C:5](=[O:6])[H:11])([H:7])[H:8],66.14582,10.14564,,
1111.0,[C:1](/[C:2](=[N:3]/[H:10])[O:4][C:5](=[O:6])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]1[N:3]([H:10])[O:6][C:5]([H:9])([H:11])[O:4]1)([H:7])[H:8],97.49476999999999,59.52056999999999,,
1115.0,[C:1](/[C:2](=[N:3]/[H:10])[O:4][C:5](=[O:6])[H:11])([H:7])([H:8])[H:9],[C:1](/[C:2](=[N:3]/[H:10])[O+:4]=[C-:5][O:6][H:11])([H:7])([H:8])[H:9],76.04827,42.983959999999996,,
1116.0,[C:1](/[C:2](=[N:3]/[H:10])[O:4][C:5](=[O:6])[H:11])([H:7])([H:8])[H:9],[C:1]([N:3]([C-:2]=[O+:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],89.63828000000001,37.11547,,
1117.0,[C:1](/[C:2](=[N:3]/[H:10])[O:4][C:5](=[O:6])[H:11])([H:7])([H:8])[H:9],[C:1]([C@:2]12[N:3]([H:10])[O:6][C@@:5]1([H:11])[O:4]2)([H:7])([H:8])[H:9],115.96112,82.25157,,
1121.0,[O:1]=[C:2]([C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9])[H:7],[O:1]([C:2](=[C:3]([H:8])[H:9])[H:7])[C:5]([C:4](=[O:6])[H:10])([H:11])[H:12],49.5308,-4.0221,,
1122.0,[O:1]=[C:2]([C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9])[H:7],[O:1]=[C:2]([C:3]([C:4][C:5]([O:6][H:10])([H:11])[H:12])([H:8])[H:9])[H:7],68.31758,64.20874,,
1124.0,[O:1]=[C:2]([C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9])[H:7],[O:1]=[C:2]([C:3]([C-:4]=[O+:6][C:5]([H:10])([H:11])[H:12])([H:8])[H:9])[H:7],72.90309,37.75652,,
1126.0,[O:1]=[C:2]([C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9])[H:7],[O:1]=[C:2]([C:3]([C@@:4]([C:5][H:11])([O:6][H:12])[H:10])([H:8])[H:9])[H:7],67.60847,64.80621,,
1127.0,[O:1]=[C:2]([C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9])[H:7],[O:1]=[C:2]([C:3]([C:4]([O+:6]=[C-:5][H:11])([H:10])[H:12])([H:8])[H:9])[H:7],74.83301999999999,45.27057,,
1128.0,[O:1]=[C:2]([C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9])[H:7],[O:1](/[C:2](=[C:3](\[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)[H:9])[H:7])[H:8],68.7703,8.382589999999999,ketoenol,
1130.0,[O:1]=[C:2]([C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9])[H:7],[O+:1](=[C-:2][H:7])[C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9],112.44493,65.60257,,
1131.0,[O:1]=[C:2]([C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9])[H:7],[O:1]([C:2][C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9])[H:7],79.80666,51.14806,,
1132.0,[O:1]=[C:2]([C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9])[H:7],[O:1]=[C:2]([C:3]([C:4](=[C:5]([H:11])[H:12])[H:10])([H:8])[H:9])[O:6][H:7],89.09421,-36.131,,
1134.0,[O:1]=[C:2]([C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9])[H:7],[O:1]=[C:2]([C:3]([C:4](=[O+:6][C-:5]([H:11])[H:12])[H:10])([H:8])[H:9])[H:7],54.66706,47.82424,,
1136.0,[O:1]=[C:2]([C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9])[H:7],[O:1]=[C:2](/[C:3](=[C:4](/[C:5]([O:6][H:8])([H:11])[H:12])[H:10])[H:9])[H:7],51.04665,-11.1817,,
1137.0,[O:1]=[C:2]([C:3]([C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:8])[H:9])[H:7],[O:1]([C:2](=[C:3]([H:8])[H:9])[H:7])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1,90.73519,15.143070000000002,ketoenol,
1138.0,[C:1]([C:2]#[C:3][C:4]#[C:5][C:6]([H:10])([H:11])[H:12])([H:7])([H:8])[H:9],[C:1]([C:2]12[C:3]3=[C:4]1[C:5]23[C:6]([H:10])([H:11])[H:12])([H:7])([H:8])[H:9],90.40789000000001,66.89015,,
1139.0,[C:1]([C:2]#[C:3][C:4]#[C:5][C:6]([H:10])([H:11])[H:12])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]=[C:4]=[C:5]=[C:6]([H:10])[H:11])[H:12])([H:7])([H:8])[H:9],78.83363,11.36197,Intra_ene_reaction,
1140.0,[C:1]([C:2]#[C:3][C:4]#[C:5][C:6]([H:10])([H:11])[H:12])([H:7])([H:8])[H:9],[C:1]([C:5](=[C+:4][C:3]#[C-:2])[C:6]([H:10])([H:11])[H:12])([H:7])([H:8])[H:9],135.93396,50.421479999999995,,
1141.0,[O:1]([C:2]([C@@:3]1([H:9])[C:4]([H:10])([H:11])[N:5]1[H:12])([H:7])[H:8])[H:6],[O:1]([C:2]([C:3][N:5]([C:4]([H:9])([H:10])[H:11])[H:12])([H:7])[H:8])[H:6],65.99244,28.469790000000003,,
1142.0,[O:1]([C:2]([C@@:3]1([H:9])[C:4]([H:10])([H:11])[N:5]1[H:12])([H:7])[H:8])[H:6],[O:1]([C:2]([C:3]([N:5]=[C:4]([H:10])[H:11])([H:9])[H:12])([H:7])[H:8])[H:6],66.24526999999999,-9.22259,,
1143.0,[O:1]([C:2]([C@@:3]1([H:9])[C:4]([H:10])([H:11])[N:5]1[H:12])([H:7])[H:8])[H:6],[O:1]([C:2]([C:3]([N:5]([C:4][H:10])[H:12])([H:9])[H:11])([H:7])[H:8])[H:6],70.29361,28.060029999999998,,
